INSERT INTO AssistenciaAceita (id_assistenciaaceita, id_produto, id_prestador, codigo, dataassis, nome_segurado, servico, enderecoretirada, enderecoentrega, veiculo, valorsaida, valorhoraparada, valorhoratrabalhada, valortotalassist)
344,2,6,3453,2024-08-27,Juliana Costa,Carga de Bateria,"Rua Dom Pedro, 283","Rua XV de Novembro, 533",Honda Civic,80.00,,40.0,120.00
345,1,19,9250,2024-08-23,João Silva,Troca de Pneus,"Avenida Paulista, 215","Rua XV de Novembro, 195",Fiat Strada,80.00,40.0,,120.00
346,2,20,4520,2024-08-20,Juliana Costa,Carga de Bateria,"Avenida Tiradentes, 144","Rua XV de Novembro, 434",Chevrolet Onix,80.00,,,80.00
347,3,6,3823,2024-08-11,Juliana Costa,Carga de Bateria,"Avenida Tiradentes, 287","Avenida Independência, 945",Honda Civic,80.00,40.0,,120.00
348,1,15,3509,2024-08-01,Clara Gomes,Remoção,"Avenida Paulista, 701","Rua XV de Novembro, 746",Harley Davidson,180.00,,,180.00
349,1,13,6539,2024-08-01,João Silva,Remoção,"Rua dos Navegantes, 82","Avenida Paulista, 842",Jeep Renegade,180.00,,,180.00
350,2,20,9599,2024-08-18,Carlos Souza,Remoção,"Rua das Flores, 911","Avenida Atlântica, 180",Jeep Renegade,180.00,40.0,,220.00
351,2,9,3112,2024-08-02,Paulo Lima,Troca de Pneus,"Rua Dom Pedro, 349","Avenida Independência, 329",Fiat Strada,80.00,,40.0,120.00
352,3,12,2618,2024-08-02,João Silva,Remoção,"Rua XV de Novembro, 608","Avenida Tiradentes, 15",Renault Duster,180.00,40.0,,220.00
353,3,13,2291,2024-08-22,João Silva,Carga de Bateria,"Avenida Tiradentes, 470","Rua das Palmeiras, 364",Chevrolet Onix,80.00,40.0,40.0,160.00
354,2,14,9382,2024-08-08,Juliana Costa,Remoção,"Rua Dom Pedro, 887","Rua das Palmeiras, 645",Harley Davidson,180.00,,,180.00
355,3,18,4588,2024-08-16,Clara Gomes,Troca de Pneus,"Rua das Flores, 925","Rua XV de Novembro, 583",Yamaha Fazer,80.00,,,80.00
356,1,11,3564,2024-08-07,Fernanda Ribeiro,Troca de Pneus,"Rua XV de Novembro, 176","Avenida Tiradentes, 410",Honda Civic,80.00,,40.0,120.00
357,1,18,9316,2024-08-17,Clara Gomes,Troca de Pneus,"Rua XV de Novembro, 681","Rua dos Navegantes, 604",Harley Davidson,80.00,,40.0,120.00
358,2,4,6394,2024-08-24,Clara Gomes,Carga de Bateria,"Rua XV de Novembro, 488","Avenida Atlântica, 438",Harley Davidson,80.00,,,80.00
359,2,4,2301,2024-08-09,Carlos Souza,Troca de Pneus,"Avenida Tiradentes, 31","Rua das Palmeiras, 737",Jeep Renegade,80.00,,40.0,120.00
360,1,18,5411,2024-08-22,Fernanda Ribeiro,Troca de Pneus,"Avenida Paulista, 165","Avenida Tiradentes, 681",Jeep Renegade,80.00,,40.0,120.00
361,2,3,7097,2024-08-24,Paulo Lima,Carga de Bateria,"Rua dos Navegantes, 347","Rua XV de Novembro, 77",Toyota Corolla,80.00,40.0,,120.00
362,2,20,9342,2024-08-18,Fernanda Ribeiro,Carga de Bateria,"Avenida Independência, 279","Avenida Atlântica, 779",Toyota Corolla,80.00,40.0,,120.00
363,2,7,5440,2024-08-08,Fernanda Ribeiro,Carga de Bateria,"Rua das Flores, 767","Rua das Palmeiras, 508",Renault Duster,80.00,40.0,40.0,160.00
364,3,12,7222,2024-08-06,Maria Oliveira,Carga de Bateria,"Rua Dom Pedro, 467","Rua das Flores, 109",Renault Duster,80.00,,,80.00
365,1,11,6774,2024-08-21,Carlos Souza,Remoção,"Avenida Independência, 180","Rua Dom Pedro, 109",Ford Ka,180.00,40.0,,220.00
366,3,12,2341,2024-08-20,Lucas Rocha,Remoção,"Avenida Atlântica, 300","Rua Dom Pedro, 853",Toyota Corolla,180.00,,40.0,220.00
367,2,19,2857,2024-08-19,Ana Pereira,Troca de Pneus,"Rua das Palmeiras, 747","Rua Dom Pedro, 475",Harley Davidson,80.00,40.0,,120.00
368,2,13,8692,2024-08-05,Pedro Barbosa,Troca de Pneus,"Rua das Palmeiras, 931","Rua das Flores, 290",Yamaha Fazer,80.00,40.0,40.0,160.00
369,2,11,8018,2024-08-26,Juliana Costa,Troca de Pneus,"Rua XV de Novembro, 873","Rua dos Navegantes, 458",VW Gol,80.00,40.0,,120.00
370,1,12,5259,2024-08-14,Pedro Barbosa,Carga de Bateria,"Avenida Paulista, 851","Rua XV de Novembro, 52",Ford Ka,80.00,40.0,40.0,160.00
371,2,13,6143,2024-08-11,Ana Pereira,Carga de Bateria,"Rua das Palmeiras, 711","Avenida Atlântica, 318",Fiat Strada,80.00,40.0,,120.00
372,1,7,2588,2024-08-19,Clara Gomes,Remoção,"Rua das Flores, 211","Avenida Independência, 764",Yamaha Fazer,180.00,,,180.00
373,1,18,9672,2024-08-07,Ana Pereira,Troca de Pneus,"Rua Dom Pedro, 74","Rua dos Navegantes, 240",Toyota Corolla,80.00,,40.0,120.00
374,3,18,8158,2024-09-20,Ana Pereira,Carga de Bateria,"Rua das Palmeiras, 279","Rua dos Navegantes, 434",Harley Davidson,80.00,40.0,,120.00
375,2,8,4269,2024-09-13,João Silva,Troca de Pneus,"Avenida Atlântica, 980","Avenida Paulista, 26",Toyota Corolla,80.00,,40.0,120.00
376,1,5,8421,2024-09-12,Paulo Lima,Carga de Bateria,"Rua XV de Novembro, 146","Avenida Independência, 996",Renault Duster,80.00,,,80.00
377,2,3,7366,2024-09-19,Ana Pereira,Remoção,"Rua das Palmeiras, 386","Rua das Palmeiras, 217",Toyota Corolla,180.00,,40.0,220.00
378,1,12,2130,2024-09-14,Juliana Costa,Troca de Pneus,"Avenida Paulista, 834","Rua XV de Novembro, 764",Harley Davidson,80.00,40.0,,120.00
379,1,15,9683,2024-09-21,Fernanda Ribeiro,Troca de Pneus,"Rua dos Navegantes, 362","Rua Dom Pedro, 61",Toyota Corolla,80.00,40.0,,120.00
380,1,11,1802,2024-09-22,Carlos Souza,Remoção,"Avenida Independência, 317","Rua XV de Novembro, 672",Ford Ka,180.00,,,180.00
381,2,12,6923,2024-09-28,Juliana Costa,Remoção,"Rua XV de Novembro, 621","Rua das Palmeiras, 208",Toyota Corolla,180.00,40.0,,220.00
382,3,13,9212,2024-09-04,Paulo Lima,Carga de Bateria,"Rua XV de Novembro, 312","Avenida Atlântica, 117",Toyota Corolla,80.00,,,80.00
383,1,16,7929,2024-09-20,Fernanda Ribeiro,Remoção,"Avenida Independência, 227","Rua das Flores, 723",Jeep Renegade,180.00,40.0,,220.00
384,2,5,2358,2024-09-08,Juliana Costa,Remoção,"Avenida Independência, 142","Avenida Paulista, 136",Fiat Strada,180.00,40.0,40.0,260.00
385,1,10,9099,2024-09-27,João Silva,Carga de Bateria,"Rua Dom Pedro, 654","Avenida Tiradentes, 435",Ford Ka,80.00,,40.0,120.00
386,2,2,1048,2024-09-18,Ana Pereira,Carga de Bateria,"Avenida Atlântica, 902","Rua Dom Pedro, 306",Fiat Strada,80.00,,,80.00
387,1,12,4081,2024-09-18,Clara Gomes,Troca de Pneus,"Rua XV de Novembro, 248","Rua das Palmeiras, 398",Jeep Renegade,80.00,,,80.00
388,1,6,3294,2024-09-07,Clara Gomes,Troca de Pneus,"Avenida Atlântica, 462","Rua das Palmeiras, 593",Ford Ka,80.00,40.0,40.0,160.00
389,2,7,5365,2024-09-26,Ana Pereira,Carga de Bateria,"Rua das Palmeiras, 98","Avenida Atlântica, 616",Fiat Strada,80.00,,,80.00
390,3,14,7773,2024-09-12,João Silva,Remoção,"Rua Dom Pedro, 270","Rua Dom Pedro, 985",Chevrolet Onix,180.00,,,180.00
391,1,7,2078,2024-09-26,Pedro Barbosa,Troca de Pneus,"Rua dos Navegantes, 52","Rua das Flores, 179",Ford Ka,80.00,40.0,40.0,160.00
392,1,3,7851,2024-09-08,Paulo Lima,Remoção,"Rua das Flores, 786","Rua XV de Novembro, 274",Yamaha Fazer,180.00,40.0,,220.00
393,2,15,3204,2024-09-11,Lucas Rocha,Carga de Bateria,"Avenida Atlântica, 388","Avenida Tiradentes, 324",Jeep Renegade,80.00,,,80.00
394,2,9,8646,2024-09-20,Paulo Lima,Troca de Pneus,"Avenida Independência, 932","Avenida Tiradentes, 272",Chevrolet Onix,80.00,,40.0,120.00
395,2,16,6985,2024-09-10,João Silva,Carga de Bateria,"Rua das Palmeiras, 955","Avenida Atlântica, 597",VW Gol,80.00,40.0,,120.00
396,3,10,1777,2024-09-19,Juliana Costa,Troca de Pneus,"Avenida Independência, 579","Rua Dom Pedro, 724",Jeep Renegade,80.00,40.0,40.0,160.00
397,2,6,4492,2024-09-20,Paulo Lima,Remoção,"Avenida Independência, 853","Avenida Tiradentes, 244",Renault Duster,180.00,,40.0,220.00
398,3,3,5168,2024-09-25,Lucas Rocha,Troca de Pneus,"Rua Dom Pedro, 241","Avenida Atlântica, 929",Toyota Corolla,80.00,,,80.00
399,1,7,8728,2024-09-12,Fernanda Ribeiro,Troca de Pneus,"Rua dos Navegantes, 154","Rua XV de Novembro, 617",Renault Duster,80.00,,,80.00
400,2,5,6120,2024-09-22,Clara Gomes,Troca de Pneus,"Rua das Flores, 514","Avenida Atlântica, 695",Honda Civic,80.00,,,80.00
401,2,2,1545,2024-09-14,Maria Oliveira,Remoção,"Rua das Flores, 30","Avenida Paulista, 292",Chevrolet Onix,180.00,,40.0,220.00
402,3,16,4922,2024-09-18,João Silva,Remoção,"Avenida Atlântica, 578","Rua das Palmeiras, 355",Jeep Renegade,180.00,,40.0,220.00
403,3,20,6858,2024-09-23,Juliana Costa,Troca de Pneus,"Rua das Palmeiras, 967","Rua dos Navegantes, 274",Ford Ka,80.00,40.0,,120.00
404,2,5,5749,2024-09-07,Clara Gomes,Remoção,"Avenida Paulista, 908","Rua das Palmeiras, 781",Ford Ka,180.00,,40.0,220.00
405,3,5,8873,2024-09-25,Pedro Barbosa,Carga de Bateria,"Rua XV de Novembro, 602","Rua Dom Pedro, 453",Fiat Strada,80.00,,40.0,120.00
406,3,5,7124,2024-09-25,Maria Oliveira,Troca de Pneus,"Avenida Independência, 233","Rua dos Navegantes, 803",VW Gol,80.00,40.0,,120.00
407,1,15,5654,2024-09-14,Pedro Barbosa,Troca de Pneus,"Avenida Atlântica, 536","Avenida Paulista, 582",Honda Civic,80.00,40.0,,120.00
408,2,19,1605,2024-09-13,Carlos Souza,Troca de Pneus,"Avenida Paulista, 515","Rua das Palmeiras, 604",Fiat Strada,80.00,40.0,40.0,160.00
409,2,19,2259,2024-09-26,Clara Gomes,Troca de Pneus,"Avenida Paulista, 101","Rua Dom Pedro, 911",Toyota Corolla,80.00,,,80.00
410,2,11,6515,2024-09-26,Lucas Rocha,Carga de Bateria,"Rua das Palmeiras, 524","Avenida Independência, 916",Renault Duster,80.00,40.0,,120.00
411,1,8,3722,2024-09-28,Lucas Rocha,Remoção,"Rua Dom Pedro, 469","Rua XV de Novembro, 925",Fiat Strada,180.00,,,180.00
412,2,9,5579,2024-09-17,Paulo Lima,Carga de Bateria,"Avenida Tiradentes, 214","Rua XV de Novembro, 16",Harley Davidson,80.00,,40.0,120.00
413,3,15,9149,2024-09-24,Carlos Souza,Troca de Pneus,"Avenida Tiradentes, 961","Rua das Flores, 145",Ford Ka,80.00,,,80.00
414,3,12,7826,2024-09-26,Lucas Rocha,Troca de Pneus,"Avenida Independência, 315","Rua das Palmeiras, 997",Chevrolet Onix,80.00,40.0,,120.00
415,3,17,5187,2024-09-08,Ana Pereira,Remoção,"Rua das Flores, 640","Avenida Paulista, 420",Fiat Strada,180.00,,,180.00
416,2,16,8273,2024-09-24,Pedro Barbosa,Carga de Bateria,"Rua das Flores, 293","Avenida Paulista, 872",Harley Davidson,80.00,,,80.00
417,1,12,9152,2024-09-16,Carlos Souza,Remoção,"Avenida Independência, 979","Avenida Paulista, 213",Toyota Corolla,180.00,40.0,40.0,260.00
418,2,6,8949,2024-09-04,Carlos Souza,Troca de Pneus,"Rua dos Navegantes, 778","Avenida Independência, 364",Ford Ka,80.00,40.0,40.0,160.00
419,2,5,6572,2024-09-27,Pedro Barbosa,Remoção,"Rua das Flores, 912","Rua Dom Pedro, 401",Honda Civic,180.00,40.0,,220.00
420,3,9,3184,2024-09-09,Fernanda Ribeiro,Carga de Bateria,"Avenida Independência, 543","Avenida Tiradentes, 434",Jeep Renegade,80.00,,,80.00
421,3,14,4353,2024-09-04,Carlos Souza,Troca de Pneus,"Avenida Atlântica, 257","Rua das Palmeiras, 884",Chevrolet Onix,80.00,,,80.00
422,2,19,7596,2024-09-19,Lucas Rocha,Troca de Pneus,"Rua XV de Novembro, 229","Avenida Paulista, 576",Honda Civic,80.00,40.0,,120.00
423,3,2,6352,2024-09-21,Fernanda Ribeiro,Carga de Bateria,"Avenida Atlântica, 150","Avenida Paulista, 159",Fiat Strada,80.00,40.0,,120.00
424,2,8,3770,2024-09-03,Maria Oliveira,Remoção,"Rua das Palmeiras, 37","Avenida Independência, 306",Ford Ka,180.00,40.0,,220.00
425,1,1,6629,2024-09-07,Fernanda Ribeiro,Carga de Bateria,"Rua das Palmeiras, 28","Avenida Independência, 120",Ford Ka,80.00,40.0,40.0,160.00
426,3,14,9805,2024-09-07,Juliana Costa,Troca de Pneus,"Avenida Independência, 601","Rua Dom Pedro, 359",Toyota Corolla,80.00,,40.0,120.00
427,3,16,7496,2024-09-28,Paulo Lima,Remoção,"Rua das Flores, 228","Rua Dom Pedro, 514",Renault Duster,180.00,40.0,,220.00
428,3,18,3917,2024-09-04,Paulo Lima,Remoção,"Avenida Atlântica, 49","Rua dos Navegantes, 381",Jeep Renegade,180.00,40.0,,220.00
429,1,11,7337,2024-09-05,Clara Gomes,Troca de Pneus,"Rua das Flores, 709","Avenida Paulista, 934",VW Gol,80.00,,40.0,120.00
430,2,14,6430,2024-09-05,Paulo Lima,Remoção,"Avenida Atlântica, 560","Rua das Flores, 250",VW Gol,180.00,,,180.00
431,2,10,7140,2024-09-27,João Silva,Carga de Bateria,"Avenida Paulista, 494","Rua das Flores, 648",Yamaha Fazer,80.00,40.0,40.0,160.00
432,2,8,5934,2024-09-23,Paulo Lima,Carga de Bateria,"Avenida Paulista, 112","Avenida Paulista, 220",Chevrolet Onix,80.00,,,80.00
433,3,2,6870,2024-09-09,Ana Pereira,Remoção,"Avenida Paulista, 809","Rua das Palmeiras, 817",Renault Duster,180.00,,40.0,220.00
434,2,1,4532,2024-08-01,Daniel das Neves,Troca de Pneus,"Travessa de Souza, 37","Rua de Pinto, 8",Chevrolet Onix,80.0,,,80.0
435,3,1,3374,2024-08-20,Cecília Souza,Carga de Bateria,"Conjunto Carvalho, 32",Fazenda de Lopes,Honda Civic,80.0,6.82,31.82,118.64
436,2,1,4121,2024-05-22,Clara Gonçalves,Carga de Bateria,"Jardim de Pereira, 54","Trevo de Barbosa, 2",Fiat Palio,80.0,,0.28,80.28
437,1,1,7799,2024-07-08,Thiago da Luz,Carga de Bateria,"Setor Campos, 65","Núcleo Cecília Martins, 22",Chevrolet Onix,80.0,,27.07,107.07
438,1,1,5745,2024-03-15,Yuri Gomes,Carga de Bateria,Pátio de Gonçalves,Trevo de Farias,Ford Ranger,80.0,39.83,,119.83
439,3,1,8950,2024-08-25,Manuela Costela,Carga de Bateria,"Núcleo Isabel Lopes, 7","Vereda Mendes, 80",Ford Ranger,80.0,,,80.0
440,1,1,5945,2024-05-08,Marina Pinto,Troca de Pneus,"Vila de Martins, 8","Avenida de Lima, 53",Honda Civic,80.0,36.96,,116.96
441,1,1,2544,2024-03-29,Isabel Sales,Troca de Pneus,"Aeroporto Mariane Caldeira, 57","Colônia Rodrigues, 41",Ford Ranger,80.0,,,80.0
442,1,1,5932,2024-02-24,Sra. Alana Fernandes,Remoção,Fazenda Luiz Otávio das Neves,"Lago Kamilly da Paz, 16",Toyota Corolla,180.0,8.34,,188.34
443,2,1,4494,2024-02-15,André Carvalho,Remoção,"Trecho de Alves, 74",Conjunto de Costa,Honda Civic,180.0,16.04,35.52,231.56
444,3,1,4696,2024-09-11,Bruno Cavalcanti,Carga de Bateria,"Ladeira Ribeiro, 83","Trecho Murilo Souza, 70",Toyota Corolla,80.0,,,80.0
445,1,1,7278,2024-02-17,Isabella Almeida,Troca de Pneus,"Sítio de Jesus, 316","Jardim da Cunha, 56",Fiat Palio,80.0,16.08,19.47,115.55
446,1,1,7280,2024-03-16,Yago Peixoto,Carga de Bateria,"Rodovia Luiz Gustavo Carvalho, 35","Núcleo de Cunha, 5",Toyota Corolla,80.0,37.35,12.02,129.37
447,1,1,7591,2024-07-19,João Pereira,Remoção,"Fazenda de Gomes, 16","Parque de Teixeira, 267",Ford Ranger,180.0,,,180.0
448,2,1,3557,2024-01-20,Sr. Thiago Araújo,Troca de Pneus,"Área Lima, 61","Esplanada de Cardoso, 54",Fiat Palio,80.0,,,80.0
449,1,1,6457,2024-02-06,Isabel Mendes,Carga de Bateria,"Feira Isabel Carvalho, 309",Alameda da Costa,Chevrolet Onix,80.0,9.38,19.48,108.86
450,1,1,7278,2024-09-04,Nina Ribeiro,Troca de Pneus,Vila de da Luz,"Viaduto Mendes, 3",Chevrolet Onix,80.0,,26.37,106.37
451,3,2,4470,2024-06-16,Ana Laura Moreira,Remoção,"Feira Ferreira, 25",Fazenda Alana Nunes,Ford Ranger,180.0,,,180.0
452,3,2,1717,2024-09-01,Luiza Araújo,Remoção,Via Farias,"Colônia Sales, 27",Toyota Corolla,180.0,,,180.0
453,2,2,1377,2024-06-30,Mariana da Rosa,Carga de Bateria,"Rua Davi Lucas da Rosa, 96","Praia de Sales, 4",Toyota Corolla,80.0,,14.74,94.74
454,2,2,7374,2024-06-07,Amanda Sales,Remoção,"Feira da Cruz, 6","Recanto Ana Beatriz da Cruz, 99",Chevrolet Onix,180.0,,23.5,203.5
455,1,2,3571,2024-04-26,João Pedro Oliveira,Troca de Pneus,"Vale Elisa Cardoso, 2",Morro Giovanna Fernandes,Chevrolet Onix,80.0,24.2,17.73,121.93
456,2,2,4551,2024-03-12,Luiz Fernando Cunha,Remoção,"Travessa de Ferreira, 62","Passarela Miguel Freitas, 13",Honda Civic,180.0,7.02,,187.02
457,2,2,5582,2024-08-29,Daniel Caldeira,Remoção,"Condomínio de Barbosa, 2","Vereda Ana Vitória das Neves, 75",Honda Civic,180.0,6.18,,186.18
458,3,2,8225,2024-01-21,Pedro Henrique Pereira,Troca de Pneus,"Viela Maria Julia Nogueira, 73","Rua de Vieira, 5",Honda Civic,80.0,,14.29,94.29
459,3,2,7350,2024-01-22,Letícia da Cruz,Remoção,"Alameda de Araújo, 99",Estrada Ian da Luz,Chevrolet Onix,180.0,28.02,,208.02
460,1,2,4661,2024-04-10,Vinicius Freitas,Troca de Pneus,"Condomínio Rezende, 22","Ladeira Heitor Gomes, 4",Honda Civic,80.0,,,80.0
461,1,2,7360,2024-08-15,Maria Julia Silveira,Carga de Bateria,"Praia de da Costa, 1","Travessa Viana, 4",Honda Civic,80.0,,,80.0
462,3,2,7665,2024-06-17,Alexandre Gonçalves,Troca de Pneus,"Largo Maria Eduarda da Mata, 28","Fazenda de da Conceição, 23",Toyota Corolla,80.0,,33.74,113.74
463,3,2,8318,2024-01-25,Lorena Azevedo,Remoção,"Condomínio Duarte, 85","Distrito de Pires, 37",Fiat Palio,180.0,,9.8,189.8
464,2,2,9946,2024-05-15,Luiz Felipe Freitas,Troca de Pneus,Alameda de Alves,"Passarela de Barros, 49",Ford Ranger,80.0,34.29,16.54,130.83
465,3,2,2572,2024-04-18,Maria Sophia Freitas,Carga de Bateria,"Setor Kaique Fernandes, 41","Quadra Novaes, 8",Chevrolet Onix,80.0,,37.02,117.02
466,1,2,4098,2024-02-23,Diego Melo,Carga de Bateria,"Vereda Fogaça, 41","Recanto de Souza, 8",Ford Ranger,80.0,,,80.0
467,1,2,6556,2024-06-22,Luiz Otávio Cunha,Troca de Pneus,"Residencial Azevedo, 61","Pátio Melo, 40",Ford Ranger,80.0,0.37,,80.37
468,2,3,7162,2024-08-23,Bryan Silveira,Carga de Bateria,"Rua Ana da Cunha, 62","Distrito Cunha, 5",Honda Civic,80.0,8.61,39.43,128.04
469,1,3,3385,2024-08-12,Sr. Gabriel Carvalho,Remoção,"Rodovia de Cardoso, 99","Vila de da Conceição, 352",Honda Civic,180.0,3.06,8.58,191.64
470,3,3,2185,2024-01-23,Bruno Carvalho,Carga de Bateria,"Trecho Vieira, 670","Morro de Gomes, 61",Fiat Palio,80.0,,,80.0
471,1,3,1131,2024-01-28,Elisa Freitas,Carga de Bateria,"Área de Rezende, 5","Esplanada de Vieira, 9",Ford Ranger,80.0,11.55,,91.55
472,2,3,8621,2024-01-25,Agatha Vieira,Troca de Pneus,"Parque Paulo da Costa, 46","Área de Vieira, 39",Toyota Corolla,80.0,32.71,25.83,138.54
473,1,3,5849,2024-06-27,Mirella Barbosa,Remoção,"Chácara de Ferreira, 425","Núcleo Lopes, 82",Toyota Corolla,180.0,,35.49,215.49
474,2,3,8490,2024-06-29,Arthur Duarte,Carga de Bateria,Lagoa de Costa,"Distrito de Martins, 53",Toyota Corolla,80.0,33.88,,113.88
475,2,3,7408,2024-09-24,João Guilherme Rezende,Troca de Pneus,"Loteamento de Teixeira, 23","Pátio de Monteiro, 12",Fiat Palio,80.0,10.99,,90.99
476,3,3,3991,2024-07-07,Nicole Nunes,Carga de Bateria,"Chácara da Costa, 157","Aeroporto Maria Julia Rezende, 4",Toyota Corolla,80.0,10.97,9.9,100.87
477,2,3,8626,2024-08-11,Nicolas Araújo,Carga de Bateria,"Parque Sarah da Rosa, 82","Esplanada de Peixoto, 9",Toyota Corolla,80.0,,,80.0
478,3,3,2675,2024-04-16,Pedro Miguel Rocha,Carga de Bateria,"Trecho de Oliveira, 16","Vereda Isabelly da Costa, 12",Toyota Corolla,80.0,,7.09,87.09
479,2,3,7622,2024-05-17,Luigi Gonçalves,Troca de Pneus,"Distrito de da Mota, 33","Loteamento de Souza, 34",Honda Civic,80.0,23.02,,103.02
480,2,3,8199,2024-01-31,Raul da Luz,Troca de Pneus,"Vale Pereira, 62",Rodovia de Melo,Fiat Palio,80.0,25.36,6.33,111.69
481,1,3,8493,2024-04-07,Benjamin Monteiro,Remoção,"Fazenda Pereira, 9","Trevo Maria Clara Melo, 59",Honda Civic,180.0,,38.93,218.93
482,3,3,2566,2024-08-04,Kevin da Paz,Troca de Pneus,"Núcleo Davi Luiz Lima, 55",Alameda da Paz,Chevrolet Onix,80.0,1.83,,81.83
483,1,3,1041,2024-06-05,Ana Beatriz Sales,Troca de Pneus,"Trecho de Teixeira, 46","Jardim de da Mota, 20",Toyota Corolla,80.0,23.44,15.68,119.12
484,3,3,3954,2024-08-26,Sofia das Neves,Troca de Pneus,"Aeroporto Igor Novaes, 2","Parque Monteiro, 89",Honda Civic,80.0,,33.33,113.33
485,1,4,9821,2024-03-14,Vicente Costa,Troca de Pneus,"Distrito de Costa, 26","Conjunto Enzo Moraes, 68",Honda Civic,80.0,,11.61,91.61
486,1,4,4172,2024-05-07,Francisco Lima,Remoção,Distrito Barros,"Feira Costa, 76",Honda Civic,180.0,17.99,0.99,198.98
487,3,4,4172,2024-04-23,Rafaela Campos,Troca de Pneus,"Núcleo de da Mata, 7","Jardim de Rodrigues, 433",Toyota Corolla,80.0,35.68,,115.68
488,3,4,2354,2024-08-14,Maria Julia da Cunha,Troca de Pneus,"Rua Vieira, 7","Colônia Cardoso, 6",Honda Civic,80.0,,,80.0
489,1,4,5866,2024-09-13,Isabella Farias,Carga de Bateria,Passarela de Oliveira,"Conjunto Sales, 35",Honda Civic,80.0,,,80.0
490,3,4,6782,2024-01-11,Isis da Conceição,Carga de Bateria,"Estrada Ana Luiza Pinto, 4","Favela de Gomes, 614",Ford Ranger,80.0,,6.76,86.76
491,2,4,1447,2024-09-07,Isaac Mendes,Carga de Bateria,"Avenida da Rocha, 67","Residencial de Carvalho, 387",Ford Ranger,80.0,,31.05,111.05
492,3,4,6292,2024-03-04,Sra. Cecília da Luz,Carga de Bateria,"Alameda de Novaes, 837","Viela de Lima, 9",Chevrolet Onix,80.0,,1.37,81.37
493,1,4,7228,2024-02-04,Amanda Nunes,Remoção,"Via Rodrigues, 79",Via Raul da Costa,Fiat Palio,180.0,,25.18,205.18
494,1,4,9863,2024-06-11,Cecília Porto,Carga de Bateria,"Favela Vieira, 5","Vereda Viana, 47",Chevrolet Onix,80.0,2.71,4.84,87.55
495,1,4,1087,2024-05-24,Srta. Maria Alice Viana,Troca de Pneus,Distrito de Vieira,"Campo da Costa, 2",Honda Civic,80.0,,,80.0
496,3,4,1949,2024-06-12,Vitor Hugo Castro,Remoção,"Pátio Heitor Vieira, 19","Lagoa de Peixoto, 29",Honda Civic,180.0,,,180.0
497,1,4,7243,2024-04-07,Davi Lucca Carvalho,Remoção,"Ladeira Jesus, 68","Rua de Rodrigues, 80",Chevrolet Onix,180.0,15.05,23.66,218.71
498,3,4,8652,2024-06-05,Benjamin Cavalcanti,Remoção,"Setor da Rosa, 77","Sítio de Viana, 98",Honda Civic,180.0,,33.22,213.22
499,1,4,2403,2024-07-23,Isabel Carvalho,Carga de Bateria,"Residencial de Gonçalves, 71","Feira de Azevedo, 642",Toyota Corolla,80.0,,,80.0
500,2,4,1044,2024-01-05,Sra. Laura Teixeira,Troca de Pneus,"Rua de Melo, 42","Morro da Paz, 3",Ford Ranger,80.0,,23.82,103.82
501,2,4,7989,2024-04-30,Kaique Campos,Troca de Pneus,"Vereda Diego Moraes, 15","Fazenda Melissa Costa, 201",Honda Civic,80.0,,32.43,112.43
502,1,5,7966,2024-08-13,Ana Laura da Rocha,Carga de Bateria,"Núcleo Vieira, 35","Trecho de Gonçalves, 31",Ford Ranger,80.0,9.34,29.92,119.26
503,1,5,8485,2024-03-18,Dra. Olivia Rodrigues,Carga de Bateria,"Pátio Luiz Fernando Vieira, 49","Via de Silva, 40",Toyota Corolla,80.0,,,80.0
504,2,5,6793,2024-05-25,Maria Clara Costela,Troca de Pneus,"Morro de da Conceição, 91","Ladeira de Ramos, 1",Ford Ranger,80.0,0.01,0.46,80.47
505,1,5,1224,2024-05-08,Thomas Martins,Remoção,"Rua de Fogaça, 825","Residencial Raquel Duarte, 54",Toyota Corolla,180.0,7.14,11.31,198.45
506,3,5,5521,2024-01-03,Lucca Teixeira,Carga de Bateria,"Favela Ana Laura Moraes, 85",Conjunto Ana Luiza das Neves,Honda Civic,80.0,29.41,36.86,146.27
507,2,5,1170,2024-07-13,Danilo Moura,Troca de Pneus,"Distrito Fogaça, 65","Distrito de Martins, 35",Chevrolet Onix,80.0,,9.77,89.77
508,1,5,7866,2024-05-11,Ana Julia Fogaça,Carga de Bateria,"Viaduto Peixoto, 43","Recanto de Barros, 53",Chevrolet Onix,80.0,,36.98,116.98
509,3,5,7670,2024-06-26,Lorena Fogaça,Carga de Bateria,"Trevo Santos, 812","Avenida da Mota, 81",Honda Civic,80.0,,,80.0
510,1,5,6309,2024-07-06,Sra. Letícia Moreira,Carga de Bateria,"Área Moreira, 921","Lago Sales, 73",Fiat Palio,80.0,,,80.0
511,3,5,9914,2024-02-22,Letícia Sales,Troca de Pneus,"Praia Luiza Gonçalves, 1","Colônia de Cardoso, 894",Fiat Palio,80.0,,,80.0
512,2,5,6506,2024-08-28,Carolina Monteiro,Carga de Bateria,"Feira Mendes, 83","Travessa Caldeira, 789",Chevrolet Onix,80.0,38.12,5.67,123.79
513,3,5,2928,2024-07-31,Sra. Ana da Luz,Carga de Bateria,"Estação Letícia da Cunha, 50","Pátio Maria Luiza Monteiro, 8",Chevrolet Onix,80.0,22.91,23.21,126.12
